Sector,Company,State,City,Neighborhood,Address,Complement,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid
BORRACHA,IDÉIAS-IND.COM.MÁQS.EQUIPS.DE AUTOMAÇÃO LTDA.-ME,SÃO PAULO,SÃO PAULO,VILA SANTO ESTEVAN - TATUAPÉ,RUA CAXAMBU 164,SALA 2,03411-080,CARLOS ALBERTO ALVES DA CUNHA,(11)2093-1668,ideiasautomacao@gmail.com,http://www.ideiasautomacao.com.br,Não
BORRACHA,INDÚSTRIA DE MÁQUINAS ELDORADO EIRELI,SANTA CATARINA,JOINVILLE,GUANABARA,RUA GRACIOSA 1501,,89207-101,PAULO JOSÉ DE SOUZA,(47)3177-1400,financeiro01@eldoradomaquinas.com.br,http://www.eldoradomaquinas.com.br,Não
BORRACHA,INDÚSTRIA DE MÁQUINAS VULCANIZADORAS BUBLITZ LTDA.,RIO GRANDE DO SUL,PORTO ALEGRE,FLORESTA,RUA ÁLVARO CHAVES 175,,90220-040,ALBERTO GERTO BUBLITZ,(51)3222-7444,bublitz@bublitz.com.br,http://www.bublitz.com.br,Não
BORRACHA,INJEMAQ INJETORAS E MÁQUINAS LTDA,RIO GRANDE DO SUL,NOVO HAMBURGO,CANUDOS,RUA BANANAL 800,,93546-550,EDUARDO LAUFFER,(51)3066-6677,injemaq@injemaq.com.br,http://www.injemaq.com.br,Não
BORRACHA,JOANONI INDÚSTRIA E COMÉRCIO LTDA.EPP,SÃO PAULO,INDAIATUBA,DISTRITO AMERICAN PARK,RUA ALAMEDA MÉRCURIO 305,,13347-662,CLÁUDIO ANTÔNIO JOANONI,(19)3935-1920,vendas.cajol@outlook.com.br,http://www.cajol.com.br,Não
BORRACHA,JOSÉ EDUARDO DE MENEZES & CIA LTDA. EPP,SÃO PAULO,CAPIVARI,CHÁCARA BELA VISTA,RUA LUIZ GOUVEIA DE MELLON 138,,13360-000,JOSÉ EDUARDO MENEZES,(19)3492-4265,contato@metalurgicaciemi.com.br,http://www.metalurgicaciemi.com.br,Não
BORRACHA,JOSÉ PIOKER SOBRINHO.-ME,SÃO PAULO,CAMPO LIMPO PAULISTA,JARDIM VISTA ALEGRE,RUA GERALDO PEREZ 105,LOTE 03 - GLEBA 02,13236-511,JOSÉ PIOKER SOBRINHO,(11)4812-6269,jastecindustrial@gmail.com,http://www.jastec.com.br,Não
BORRACHA,KUTTNER NO BAKE SOLUTIONS INSTALAÇÕES E MÁQUINAS PARA FUNDIÇÃO LTDA,SÃO PAULO,PIRACICABA,DISTRITO INDUSTRIAL UNINORTE,RUA ABELARDO BENEDICTO LIBÓRIO 951,,13413-075,PATRICIA SILVÉRIO ALMEIDA CRUZ,(19)3302-4770,s.pedrozo@kuttner-nbs.com.br,http://www.kuttner-nbs.com.br,Não
BORRACHA,LALOS INDÚSTRIA METALÚRGICA LTDA. EPP,RIO GRANDE DO SUL,NOVO HAMBURGO,PETRÓPOLIS,ESTRADA PRESIDENTE LUCENA 3773,,93344-420,MARCOS ALBERTO FLECK,(51)3587-1578,lalos@lalos.com.br,http://www.lalos.com.br,Não
BORRACHA,LEMAQ INDÚSTRIA DE MÁQUINAS E EQUIPAMENTOS LTDA.,SÃO PAULO,DIADEMA,PIRAPORINHA,RUA ALFREDO DIAS DOS NASCIMENTO 28,,09950-060,ISAQUE SANTOS,(11)4053-2960,vendas@lemaq.com.br,https://www.lemaq.com.br/,Não
BORRACHA,LUCELENA MARIANO MENDES - EPP (JOMAQ IND de MÀQUINAS),SÃO PAULO,FRANCA,DISTRITO INDUSTRIAL ANTONIO DELLA TORRE,RUA TRISTÃO DALMEIDA 4565,,14406-105,FABRÍCIO BENS,(16)3720-0064,jomaqmaquinas@yahoo.com.br,http://www.jomaqmaquinas.com.br,Não
BORRACHA,LUIZ FERREIRA DE SOUZA.-EPP,SÃO PAULO,SOROCABA,CHÁCARA TRÊS MARIA,RUA DOUTOR FAUSTO FERREIRA TELLES FILHO 111,,18105-300,JÉSSICA CAMARGO,(15)3225-2102,contato@goldtire.com.br,https://goldtire.com.br/,Não
BORRACHA,LUKATEC EQUIPAMENTOS LTDA.,RIO GRANDE DO SUL,SÃO LEOPOLDO,SÃO JOSÉ,AVENIDA FEITORIA 968,,93040-290,ISAQUE STEFFENS,(51)3588-2266,lukatec@lukatec.com.br,https://www.lukatec.com.br/site/,Não
BORRACHA,MÁQUINAS MOURA INDÚSTRIA E COMÉRCIO LTDA - ME,RIO GRANDE DO SUL,NOVO HAMBURGO,IDEAL,RUA CARLOS GERMANO BURCKLE 749,,93334-150,GRAZIELA MUNISCOLI DE MOURA,(51)3587-1796,adm@maquinasmoura.com.br,http://www.maquinasmoura.com.br,Não
BORRACHA,MÁQUINAS SUL - INDÚSTRIA DE MÁQUINAS VULCANIZADORAS LTDA. ME,SANTA CATARINA,CHAPECÓ,LÍDER,RUA MADRID 311,E,89805-330,PAULO DE OLIVEIRA,(49)3312-0618,maquinas-sul@hotmail.com,http://www.maquinassul.com.br,Não
BORRACHA,MATRIK SANDESKI & CIA LTDA. EPP,PARANÁ,SÃO JOSÉ DOS PINHAIS,RIO PEQUENO,RUA TAVARES DE LYRA 4771,,83065-180,CELSO SANDESKI,(41)3398-9993,matrik@matrik.com.br,http://www.matrik.com.br,Não
BORRACHA,MATRIZMOLDE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS EIRELI - EPP,SÃO PAULO,CAJAMAR,POLVILHO,RUA CORDEIRÓPOLIS 80,,07770-000,PATRÍCIA DE SOUZA,(11)4448-1255,engenharia@matrizmolde.com.br,http://www.matrizmolde.com.br,Não
BORRACHA,MEBRAS - INDÚSTRIAS REUNIDAS LTDA.-EPP,SÃO PAULO,CATANDUVA,JARDIM DEL REY,RUA LUCÉLIA 430,,15802-050,SILVIA NEVES,(17)3522-9036,silvia@embal.com.br,https://mebras.com.br/,Não
BORRACHA,MECANOPLAST INDÚSTRIA E COMÉRCIO LTDA.,SÃO PAULO,RIO CLARO,DO ESTÁDIO,RUA 18 - Nº 505,,13501-350,FRANCESCO BUFFONE FILHO,(19)3524-9344,mecanoplast@mecanoplast.com.br,http://www.mecanoplast.com.br/,Não
BORRACHA,METALÚRGICA SORATTO INDÚSTRIA E COMÉRCIO LTDA. ME,SANTA CATARINA,SÃO LOURENÇO DO OESTE,ÁREA INDUSTRIAL SÃO PAULINHO,RODOVIA SC 157 S/Nº,KM 06,89990-000,FABIO SORATTO,(49)3344-0374,contato@metalurgicasoratto.com.br,http://www.metalurgicasoratto.com.br,Não
BORRACHA,NOVEL MÁQUINAS E EQUIPAMENTOS LTDA-EPP,SANTA CATARINA,ORLEANS,SÃO GERONIMO,RUA LUIZ BRATTI S/Nº,GALPÃO 01,88870-000,FELIPE SAVI,(48)3466-4907,novel@neotecmaquinas.com.br,http://www.neotecmaquinas.com.br,Não
BORRACHA,PEREIRAS IND. E COM. DE MÁQUINAS E EQUIPAMENTOS LTDA. – EPP,SÃO PAULO,BARRETOS,DISTRITO INDUSTRIAL II,RUA ORESTE FRANCISCO PEREIRA 233,,14781-163,JOSÉ ALBERTO PEREIRA,(17)3324-5933,centrodeusinagemnj@gmail.com,http://www.centrodeusinagemnj.com.br,Não
BORRACHA,PRENSAS LUXOR LIMITADA - EPP,SÃO PAULO,SÃO PAULO,IPIRANGA,RUA DAS MUNICIPALIDADES 633,,04214-040,MÁRIO LUCIANO CIFALI,(11)2063-0877,luxor@luxor.ind.br,http://www.luxor.ind.br,Não
BORRACHA,PROJETEK INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA.- EPP,RIO GRANDE DO SUL,NOVO HAMBURGO,LIBERDADE,RUA RIO OIAPOC 44,,93332-390,LUIZ ANTONIO DE OLIVEIRA,(51)3587-8474,projetek@projetek.com.br,http://www.projetek.com.br,Não
BORRACHA,PROMISA - PRODUTOS METALÚRGICOS EIRELI - EPP,SÃO PAULO,SÃO PAULO,PENHA,RUA GUAIAÚNA 180,2º ANDAR,03631-000,SILVANA SOUZA,(11)2293-8311,vendas@vimax.com.br,http://www.vimax.com.br/,Não
BORRACHA,RCR INDÚSTRIA DE MÁQUINAS LTDA. EPP,SANTA CATARINA,RIO DO SUL,VALADA ITOUPAVA,RUA DOS VEREADORES 3125,,89162-830,FERNANDO SALVADOR,(47)3534-0016,comercial@rcrmaquinas.com.br,http://www.rcrmaquinas.com.br,Não
BORRACHA,REMABOR LTDA.,SÃO PAULO,ATIBAIA,BOA VISTA,ESTRADA DOS PERINES 200,,12954-103,EDER MERISSI,(11)4414-4110,remabor@remabor.com.br,http://www.remabor.com.br,Não
BORRACHA,RHW EQUIPAMENTOS INDUSTRIAIS LTDA.-EPP,RIO GRANDE DO SUL,PORTO ALEGRE,JARDIM SÃO PEDRO,RUA JÚLIO KOWALSKI 205,,91040-380,HELMUT WARSTAT,(51)3362-3445,rhw@rhw.com.br,http://www.rhw.com.br,Não
BORRACHA,RM INDÚSTRIA E COMÉRCIO DE MÁQUINAS HIDRÁULICAS LTDA,RIO GRANDE DO SUL,SÃO LEOPOLDO,SCHARLAU,AVENIDA SENADOR SALGADO FILHO 2072,,93120-000,SANDRO ELIAS DE OLIVEIRA,(51)3587-9193,comercial@rmmaquinashidraulicas.com,http://www.rmmaquinashidraulicas.com,Não
BORRACHA,ROSSINI ENGENHARIA INDUSTRIAL LTDA. - EPP,SÃO PAULO,SÃO PAULO,PARQUE EDU CHAVES,RUA FRANCISCO ALVES BEZERRA 1627,1639,02228-001,CONRADO ROSSINI,(11)2950-3706,rossinieng@uol.com.br,http://www.rossiniengenharia.com.br,Não
BORRACHA,RUBBER MACHINE INDÚSTRIA DE MÁQUINAS PARA BORRACHA EIRELI-ME,SÃO PAULO,ITAPIRA,VILA PENHA DO RIO DO PEIXE,AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES 90,,13971-020,SÉRGIO LUIZ RICHETTO,(19)3813-1920,engenharia@mastermac.com.br,http://www.mastermac.com.br,Não
BORRACHA,SAMOBRIL RECUPERADORA DE MAQUINAS - EIRELI,PARANÁ,PATO BRANCO,MENINO DEUS,RUA ITACOLOMI 2538,,85502-070,MARCIO BORGES DA SILVA,(46)3224-5703,samobril@gmail.com.br,http://www.samobril.com.br,Não
BORRACHA,SAMPLA DO BRASIL IND.E COM.DE CORREIAS LTDA.,SÃO PAULO,ARUJÁ,CAPUTERA,RODOVIA PEDRO EROLES 930,SP-88 KM 33,07434-090,CLAUDIO CRAVEIRO,(11)2144-4500,sampla@sampla.com.br,http://www.sampla.com.br,Não
BORRACHA,SANTESSO EQUIPAMENTOS INDUSTRIAIS LTDA-ME,GOIÁS,APARECIDA DE GOIÂNIA,VILA BRASÍLIA,RUA 28 S/N,QUADRA 84-A - LOTES 15-16,74911-265,HELIO SANTESSO,(62)3249-0182,atendimento@caldeirassantesso.com.br,http://www.caldeirasantesso.com.br,Não
BORRACHA,STOCKMANS INDÚSTRIA MECÂNICA EIRELI,RIO GRANDE DO SUL,NOVA PRATA,BASALTO,RUA ANTÔNIO PANDOLFO 335,BERCARIO INDUS. I,95320-000,RODRIGO STOCKMANS,(54)3242-7012,contato@stockmans.ind.br,https://stockmans.ind.br/,Não
BORRACHA,STORCK COMÉRCIO E INDÚSTRIA DE MÁQUINAS LTDA. EPP,PARANÁ,CURITIBA,BOQUEIRÃO,RUA BARTOLOMEU LOURENÇO DE GUSMÃO 2021,,81650-050,JOSÉ AUGUSTO VARELLA,(41)3045-4909,storck@storck.com.br,http://www.storck.com.br,Não
BORRACHA,SYLCONSTEC - INDÚSTRIA DE MÁQUINAS LTDA – EPP.,SÃO PAULO,VÁRZEA PAULISTA,DISTRITO INDUSTRIAL,RUA SÃO JOSÉ DOS CAMPOS 95,,13222-015,BENEDITO APARECIDO SOARES,(11)4595-2323,sylconstec@sylconstec.com.br,https://sylconstec.com.br/,Não
BORRACHA,TC INDÚSTRIA DE MÁQUINAS LTDA. - ME,RIO GRANDE DO SUL,NOVO HAMBURGO,RONDÔNIA,RUA DOUTOR KARL WILHELM SCHINKE 280,,93415-240,CHRISTIAN ALGAYER GHIGGI,(51)3593-7577,tcmaquinas@tcmaquinas.com.br,http://www.tcmaquinas.com.br,Não
BORRACHA,TECBELT INDUSTRIAL LTDA.,SÃO PAULO,GUARULHOS,VÁRZEA DO PALÁCIO,RUA JOSÉ MARQUES PRATA 802,(ANTIGO 155),07034-090,ALOÍSIO SVAITER,(11)2408-1588,tecbelt@tecbelt.com.br,http://www.tecbelt.com.br,Não
BORRACHA,TECH-AIR EQUIPAMENTOS LTDA EPP,SÃO PAULO,SÃO PAULO,PARQUE SÃO DOMINGOS,RUA JOSÉ ALBINO 161,,05122-060,MARCELO CALLEFI,(11)3836-5695,tech-air@tech-air.com.br,http://www.tech-air.com.br,Não
BORRACHA,TECTYRES INDÚSTRIA E COMÉRCIO LTDA.EPP,SÃO PAULO,SOROCABA,VILA ARTURA,RODOVIA RAPOSO TAVARES - S/N,KM 93,18023-000,CLEIDE GALLI,(15)3227-4411,adm@tectyres.com.br,http://www.tectyres.com.br,Não
BORRACHA,TPA TRITURADORES DO BRASIL LTDA.,SÃO PAULO,GUARULHOS,CIDADE INDUSTRIAL,RUA ITAJUBÁ 580,,07222-030,SILVIO LUIZ ZAMBELLO,(11)3965-2191,financeiro@tpadobrasil.com.br,http://www.tpadobrasil.com.br,Não
BORRACHA,USIFINE INDÚSTRIA MECÂNICA DE PRECISÃO EIRELI,SÃO PAULO,MAUÁ,CAPUAVA,RUA PEDRO LUIZ COPPINI 80,,09380-220,ADRIANA FIALHO,(11)4555-1226,contato@usifine.com.br,http://www.usifine.com.br,Não
BORRACHA,VIBRON EQUIPAMENTOS LTDA.-EPP,SÃO PAULO,SÃO PAULO,SAPOPEMBA,RUA GENERAL PORFIRIO DA PAZ 1579,,03918-000,CLAUDIO OLIVEIRA,(11)2703-3111,vibronmix@vibronmix.com.br,http://www.vibronmix.com.br,Não
BORRACHA,WECO S/A.INDÚSTRIA DE EQUIPAMENTO TERMO-MECÂNICO,RIO GRANDE DO SUL,PORTO ALEGRE,PARQUE SÃO SEBASTIÃO,RUA JOAQUIM SILVEIRA 1057,,91060-320,LUIZ HENRIQUE KRAEMER CAMPOS,(51)3349-6200,weco@weco.ind.br,http://www.weco.ind.br,Não
BORRACHA,WUTEC ELETROMECÂNICA LTDA.,RIO GRANDE DO SUL,NOVO HAMBURGO,SÃO JOSÉ,RUA ENGENHEIRO JORGE SCHURY 522,DEPOSITO 2,93534-040,ELISANDRA MOREIRA,(51)3582-8172,wutec@wutec.com.br,http://www.wutec.com.br,Não
BORRACHA,WZ EQUIPAMENTOS AERONÁUTICOS LTDA.-EPP,SÃO PAULO,VÁRZEA PAULISTA,SETOR INDUSTRIAL 3,RUA SEGUNDO GREGÓRIO BELODI 301,,13224-110,WAGNER VICENTINI,(11)4595-6337,comercial@usiwz.com.br,https://usiwz.com.br/,Não
BORRACHA,XH MAR BETHLEHEM COMÉRCIO E SERVIÇOS LTDA. EPP,SANTA CATARINA,LAURENTINO,CENTRO,RODOVIA SC350 4851,,89170-000,WAGNER DITTRICH,(47)3546-1344,vendas01@xhmarbethlehem.com.br,http://www.xhmarbethlehem.com.br,Não
BORRACHA,ZEZIMAQ INDÚSTRIA E COMÉRCIO DE MÁQUINAS E FORNOS LTDA. ME,MINAS GERAIS,CONTAGEM,MILANEZ,RUA VINTE E QUATRO 117,,32143-250,JOSE MARCIO GONZAGA,(31)3393-9343,zezimaq@zezimaq.com.br,http://www.zezimaq.com.br,Não
CELULOSE E PAPEL,AGITEC EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,SÃO PAULO,SANTO AMARO,RUA DOUTOR FERREIRA LOPES 452,,04671-010,MARIA ESTELA SILVA FORTIM,(11)5548-9844,agitec@agitec.com.br,http://www.agitec.com.br,Sim
CELULOSE E PAPEL,ANDRITZ SEPARATION INDUSTRIA E COMÉRCIO DE EQUIPS DE FILTRACAO LTDA,SANTA CATARINA,POMERODE,TESTO ALTO,RUA PROGRESSO 450,,89107-000,MARINALDO CAMPOS,(47)3387-9138,separation.bra@andritz.com,http://www.andritz.com/separation-brasil,Sim
CELULOSE E PAPEL,BENECKE IRMÃOS & CIA.LTDA.,SANTA CATARINA,TIMBÓ,INDUSTRIAL,RUA FRITZ LORENZ 2170,,89120-000,CLAUDIO,(47)3382-2222,benecke@benecke.com.br,http://www.benecke.com.br,Sim
CELULOSE E PAPEL,BHS CORRUGATED SOUTH AMERICA LTDA.,PARANÁ,CURITIBA,CIDADE INDUSTRIAL,RUA EDUARDO SPRADA 6688,,81290-110,ANGELA WESTPHAL GABARDO,(41)3544-0504,bhs@bhs-world.com,https://www.bhs-world.com,Sim
CELULOSE E PAPEL,CARTON ACCESS LTDA. EPP,PARANÁ,PINHAIS,EMILIANO PERNETA,RUA NOVA ESPERANÇA 897,,83324-400,ROSEMAR COELHO PEREIRA,(41)3668-4135,comercial@cartonacessorios.com.br,http://www.cartonacessorios.com.br,Sim
CELULOSE E PAPEL,CONFAB INDUSTRIAL SOCIEDADE ANONIMA,SÃO PAULO,PINDAMONHANGABA,MOREIRA CÉSAR,RUA DOUTOR GONZAGA 1381,,12440-900,ANA COMITRI,(12)3644-9123,acomitri@tenaris.com,http://www.tenaris.com,Sim
CELULOSE E PAPEL,DEMUTH MÁQUINAS INDUSTRIAIS LTDA.,RIO GRANDE DO SUL,NOVO HAMBURGO,IDEAL,RUA DOS EUCALIPTOS 100,,93334-160,ADRIANO ELTON DA SILVA BERLITV,(51)3562-8484,demuth@demuth.com.br,http://www.demuth.com.br,Sim
CELULOSE E PAPEL,INDÚSTRIA E COMÉRCIO DE JUNTAS LGT SERVFLEX LTDA.,SÃO PAULO,SÃO PAULO,PENHA,RUA JOSÉ MARIA 145,A,03639-010,HUMBERTO MENDES,(11)2641-7632,juntaslgt@juntaslgt.com.br,http://www.juntaslgt.com.br,Sim
CELULOSE E PAPEL,KADANT SOUTH AMERICA LTDA.,SÃO PAULO,VALINHOS,JOAPIRANGA II,ALAMEDA ITAJUBÁ 1416,,13278-530,LUIZ CARLOS CORRÊA,(19)3849-8700,ksa.marketing@kadant.com,http://www.kadant.com,Sim
CELULOSE E PAPEL,KORBER BRASIL LTDA.,SANTA CATARINA,JOINVILLE,ZONA INDUSTRIAL NORTE,AVENIDA SANTOS DUMONT 2283,,89219-730,RODRIGO WEINFURTER,(47)2101-0500,info.br@koerber.com,https://www.koerber-tissue.com/pt/,Sim
CELULOSE E PAPEL,MASI - MÁQUINAS E IMPLEMENTOS LIMITADA-EPP,PARANÁ,CASCAVEL,PARQUE SÃO PAULO,RUA MANUEL ANTÔNIO DE OLIVEIRA 1641,,85803-700,ARI ROGÉRIO,(45)3223-8265,vendas@masi.com.br,http://www.masi.com.br,Sim
CELULOSE E PAPEL,MENDES MÁQUINAS LTDA.,SANTA CATARINA,CURITIBANOS,UNIVERSITÁRIO,RODOVIA BR-470 7750,KM 249,89520-000,NEWTON JOÃO FABRIS,(49)3241-0066,atendimento.mendes@mendesmaquinas.com.br,http://www.mendesmaquinas.com.br,Sim
CELULOSE E PAPEL,METSO BRASIL INDÚSTRIA E COMÉRCIO LTDA,SÃO PAULO,SOROCABA,IPORANGA,AVENIDA INDEPENDÊNCIA 2500,,18087-101,ERWIN HUBER,(15)2102-1386,vendas.brasil@metso.com,https://www.metso.com/,Sim
CELULOSE E PAPEL,MINERAL TECHNOLOGIES COM.DE EQUIPS PARA PROCESSAMENTO DE MINERAIS LTDA,MINAS GERAIS,BELO HORIZONTE,CENTRO,AVENIDA ALVARES CABRAL 593,SALA 1303,30170-000,FABIANNA REIS,(31)3201-2606,info@mineraltechnologies.com,http://www.mineraltechnologies.com,Sim
CELULOSE E PAPEL,PRONATEC EQUIPAMENTOS INDÚSTRIA E COMÉRCIO LTDA.,SÃO PAULO,SÃO PAULO,JARAGUÁ,RUA FRIEDRICH VON VOITH 426/432,,02995-000,CAMILA FARIAS BRANDÃO,(11)3948-1881,vendas@pronatec.com.br,http://www.pronatec.com.br,Sim
CELULOSE E PAPEL,SEMCO TECNOLOGIA EM PROCESSOS LTDA.,SÃO PAULO,SÃO PAULO,CIDADE MONÇÕES,RUA GERALDO CAMPOS MOREIRA 164,13º ANDAR - CJTOS.135 E 136 - ED.OLIMPIC TOWER,04571-020,PRISCILA SOUZA,(11)3576-2068,info@semco.com.br,http://www.semcoequipamentos.com.br,Sim
CELULOSE E PAPEL,SPV HIDROTÉCNICA BRASILEIRA LTDA.,SÃO PAULO,SÃO PAULO,CAPELA DO SOCORRO,RUA JOSÉ RAFAELI 379,,04763-280,WILSON YOSHIO MIZUMOTO,(11)5521-7667,vendas@spvbomba.com.br,http://www.spvbomba.com.br,Sim
CELULOSE E PAPEL,STAMPFLEX SOLUÇÕES EM VEDAÇÃO INDUSTRIAL LTDA. - EPP,SÃO PAULO,JACAREÍ,JARDIM TERRAS DE SÃO JOÃO,AVENIDA JOSÉ CARLOS FERNANDES 56,GALPÃO MATRIZ,12324-784,VALDIR PITONDO VIEIRA,(12)3351-6390,stampflex@stampflex.com.br,http://www.stampflex.com.br,Sim
CELULOSE E PAPEL,VALMET CELULOSE PAPEL E ENERGIA LTDA.,PARANÁ,ARAUCÁRIA,FAZENDA VELHA,RUA PEDRO DE ALCÂNTARA MEIRA 1301,,83704-530,ALISON JOÃO CORDEIRO,(41)3358-4824,cristiano.lira@valmet.com,http://www.valmet.com,Sim
CELULOSE E PAPEL,VANTEC INDÚSTRIA DE MÁQUINAS LTDA.,SANTA CATARINA,XANXERÊ,NOSSA SENHORA DE FÁTIMA,AVENIDA LA SALLE 2040,INDÚSTRIA,89820-000,JULIANO TROMBETA,(49)3441-5200,vantec@vantec.ind.br,http://www.vantec.ind.br,Sim
CELULOSE E PAPEL,VOITH PAPER MÁQUINAS E EQUIPAMENTOS LTDA.,SÃO PAULO,SÃO PAULO,JARAGUÁ,RUA FRIEDRICH VON VOITH 825,,02995-000,RODRIGO CATTAI,(11)3944-4943,socialmedia@voith.com,http://www.voith.com,Sim
CELULOSE E PAPEL,ABIM MÁQUINAS E EQUIPAMENTOS EIRELI,SANTA CATARINA,BLUMENAU,ITOUPAVA CENTRAL,RUA ERICH MEYER 60,,89069-300,IRIMAR TEIXEIRA,(47)3338-6472,abim@abim.ind.br,http://www.abim.ind.br,Não
CELULOSE E PAPEL,ACETECNO DO BRASIL IND. E COMÉRCIO MAQUINAS E EQUIPAMENTOS LTDA.EPP,SANTA CATARINA,INDAIAL,ENCANO,AVENIDA DOUTOR BLUMENAU 9400,,89130-000,HUMBERTO DE ANGELIS,(47)3380-6200,acetecno@acetecno.com.br,http://www.acetecno.com.br,Não
CELULOSE E PAPEL,ADZ INDÚSTRIA E COMÉRCIO LTDA,SÃO PAULO,TAMBAÚ,ZONA URBANIZÁVEL,RODOVIA PADRE DONIZETTI SP 332 - S/N,KM 272 - CAIXA POSTAL 72,13710-000,DAVI FREITAS GARZELLA,(19)3673-9400,adz@adz.com.br,http://www.adz.com.br,Não
CELULOSE E PAPEL,ALCD INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA. ME,PARANÁ,COLOMBO,ATUBA,RUA VERONA 227,,83413-230,CASSIANO ALBINI,(41)3557-4332,polluxmaquinas60@gmail.com,http://www.polluxmaquinas.com.br,Não
CELULOSE E PAPEL,ALFA CALDEIRARIA E MONTAGENS LTDA.,MINAS GERAIS,ITAÚNA,SANTA MÔNICA,RUA DÁRIO GONÇALVES DE SOUZA 90,,35681-343,GUILHERME NOGUEIRA E SILVA,(37)3249-4111,comercial01@alfaengenharia.ind.br,http://www.alfaengenharia.ind.br,Não
CELULOSE E PAPEL,ALPES FERRAMENTARIA INDÚSTRIA E COMÉRCIO LTDA – EPP,SÃO PAULO,SÃO BERNARDO DO CAMPO,JORDANÓPOLIS,AVENIDA PADRE ANCHIETA 111,,09891-420,ELAINE YURI MORIYA,(11)2177-4888,comercial@alpesequipamentos.com.br,http://www.alpesequipamentos.com.br,Não
CELULOSE E PAPEL,ANDRITZ BRASIL LTDA.,PARANÁ,CURITIBA,CENTRO,AVENIDA VICENTE MACHADO 589,,80420-010,LUIS MÁRIO BORDINI,(41)2103-7688,comunicacao.andritzbrasil@andritz.com,https://www.andritz.com/pulp-and-paper-en/locations/brazil-curitiba/pt,Não
CELULOSE E PAPEL,BLADES INDUSTRIAL LTDA.,SÃO PAULO,SÃO PAULO,VILA ISA,RUA PACARITAMBO 176,,04689-005,MARIA CACILDA MOURA GUEDES DA LUZ,(11)5631-4756,vendas@blade.com.br,http://www.blades.com.br,Não
CELULOSE E PAPEL,BNG METALMECÂNICA LTDA.,ESPÍRITO SANTO,SERRA,CIVIT II,AVENIDA TALMA RODRIGUES RIBEIRO 1891,,29168-089,JAIRO DUARTE FERNANDO,(27)3182-2899,comercial@bng-es.com.br,http://www.bng-es.com.br,Não
CELULOSE E PAPEL,BRASETT INDUSTRIA E COMERCIO LTDA-EPP,SANTA CATARINA,FRAIBURGO,SÃO JOSE,AVENIDA CAÇADOR 820,,89580-000,JAIR FERREIRA DE ALMEIDA JUNIOR,(49)3246-4669,contato@brasett.com.br,https://www.instagram.com/brasett.industrial/,Não
CELULOSE E PAPEL,BRASIL MÁQUINAS TÊXTEIS LTDA. ME,SANTA CATARINA,BRUSQUE,BATEAS,RUA WALDIR ROSIN 2564,,88355-202,ANDRÉ SERPA,(47)3350-0079,brastecvendas@hotmail.com,http://www.brastecmaq.com.br,Não
CELULOSE E PAPEL,BRUNNSCHWEILER LATINA LTDA.,SÃO PAULO,MARÍLIA,DISTRITO INDUSTRIAL RECINTO SANTO BARION,AVENIDA YUSABURO SASAZAKI 1040,,17500-970,FÁTIMA JORGE,(14)3408-6500,comercial@brunnschweiler.com.br,http://www.brunnschweiler.com.br,Não
CELULOSE E PAPEL,BULDRINOX INDÚSTRIA METALÚRGICA LTDA.,SÃO PAULO,PIRACICABA,SANTA ROSA,RODOVIA SP 127,KM 29,13400-970,ANTONIO FERNANDES MARIN,(19)3413-8080,buldrinox@buldrinox.com.br,http://www.buldrinox.com.br,Não
CELULOSE E PAPEL,C F S COMÉRCIO DE MÁQUINAS LTDA.-ME,PARANÁ,PINHAIS,VILA TARUM,RUA WANDA DOS SANTOS MULLMANN 1185,,83323-123,FLORINDA FERREIRA,(41)3557-5140,maqpel@maqpel.ind.br,http://www.maqpel.ind.br,Não
CELULOSE E PAPEL,CARTAMAC INDÚSTRIA E COMÉRCIO DE MÁQUINAS INDUSTRIAIS LTDA. ME,SANTA CATARINA,RIO DO SUL,SANTA RITA,RUA NELSON RICARDO SANSÃO 245,,89162-306,JAISON BATISTI,(47)3306-7234,vendas@cartamac.com.br,http://www.cartamac.com.br,Não
CELULOSE E PAPEL,D.R.A MAQ-MANUTENCÃO E COM. DE MÁQS E EQUIPS ELET. LTDA.ME,SANTA CATARINA,JARAGUÁ DO SUL,RIO CERRO,RUA WILLY GUNTHER 480,,89261-010,RIVELINO DA SILVA,(47)3374-2359,dramaq@dramaq.com.br,http://www.dramaq.com.br,Não
CELULOSE E PAPEL,DEDINI S/A. INDÚSTRIAS DE BASE,SÃO PAULO,PIRACICABA,CRUZ CAIADA,RODOVIA RIO CLARO-PIRACICABA - S/N,"KM 26,3",13412-900,GILSON FERNANDES,(11)3371-9900,dedini@dedini.com.br,http://www.dedini.com.br,Não
CELULOSE E PAPEL,EAS ENGENHARIA AUTOMAÇÃO E COM. DE SISTEMAS LTDA.,SÃO PAULO,MOGI DAS CRUZES,CENTRO,RUA IPIRANGA 1285,,08717-000,JOSÉ MARIA PEREIRA DOS SANTOS,(11)4729-7210,contato@easengenhariaeprojetos.com.br,http://www.easeng.com.br,Não
