Transversal_Sector,Company,State,City,Address,Complement,Neighborhood,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid,Extra_Info
PRESTAÇÃO DE SERVIÇOS,FEMES FERRAMENTARIA E MÁQUINAS ESPECIAIS LTDA,SÃO PAULO,VÁRZEA PAULISTA,AVENIDA PACAEMBU 1240,,JARDIM PAULISTA,13222-000,MARCELO VIDAO MOURÃO,(11)4606-3015,femes@femes.com.br,http://www.femes.com.br,Não,CNPJ   66940792000192   Pasta   17091   Nº Associação   Data de Fundação   25/09/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERCAL CONSTRUCÕES METÁLICAS E CIVIL EIRELI.EPP,RIO DE JANEIRO,PINHEIRAL,RUA ANA TORRES 2033,,PARQUE MAÍRA,27197-000,GIULIANO DE OLIVEIRA CERQUEIRA,(24)3356-2018,administrativo@grupofercal.com.br,http://a empresa não possui site,Não,CNPJ   32583544000110   Pasta   17265   Nº Associação   Data de Fundação   21/06/1989   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERMASE METALÚRGICA LTDA,SÃO PAULO,JUNDIAÍ,RUA DIONYSIO RITO 420,,PARQUE INDUSTRIAL III,13213-189,GABRIEL DE BRITO FUHR,(11)4817-0741,fermase@fermase.com.br,http://www.fermase.com.br,Não,CNPJ   02231211000160   Pasta   19285   Nº Associação   Data de Fundação   23/09/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FERRAMENTARIA CAXAMBU LTDA,SÃO PAULO,JUNDIAÍ,AVENIDA CAPITÃO FRANCISCO COPELLI 350,,JARDIM TARUMÃ,13216-600,JOÃO FELIPE CUBA DO NASCIMENTO,(11)4584-2200,vendas@caxambu.com.br,http://www.caxambu.com.br,Não,CNPJ   03144034000148   Pasta   17577   Nº Associação   Data de Fundação   29/04/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FERRAMENTARIA E ESTAMPARIA JL LTDA. EPP,SÃO PAULO,SÃO PAULO,RUA GENERAL OSCAR CARVALHO 77,,VILA FORMOSA,03376-120,MARCOS FONTANA DE SOUZA,(11)2916-6155,ferramentariajl@ferramentatiajl.com.br,http://www.ferramentariajl.com.br,Não,CNPJ   07491280000127   Pasta   19286   Nº Associação   Data de Fundação   01/07/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERRAMENTARIA E PROTÓTIPO SOLUÇÃO LTDA. EPP,MINAS GERAIS,BETIM,RUA DOIS 165,,DISTRITO INDUSTRIAL BANDEIRINHAS,32654-802,ANDRÉ VELOZO DE MELLO,(31)3597-0268,comercial@ferramentariasolucao.com.br,http://www.ferramentariasolucao.com.br,Não,CNPJ   06047655000100   Pasta   16628   Nº Associação   5181   Data de Fundação   31/10/2017   Data de Associação   09/11/2017   Data de Desligamento   22/02/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERRAMENTARIA EROTECH LTDA.EPP,SÃO PAULO,AMERICANA,AVENIDA NOSSA SENHORA DE FÁTIMA 3120,GALPÃO 13,FAZENDA MACHADINHO,13478-540,JOSÉ HENRIQUE MESSIAS,(19)3478-7358,erotech@erotech.com.br,https://www.erotech.com.br/,Não,CNPJ   04618209000174   Pasta   14089   Nº Associação   Data de Fundação   15/08/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FERRAMENTARIA GASPEC LTDA,SÃO PAULO,SANTO ANDRÉ,AVENIDA NOVO HORIZONTE 255,,VILA SACADURA CABRAL,09060-820,MAURÍCIO TOMAZETTI,(11)4421-8701,ferramentaria@gaspec.com.br,http://www.gaspec.com.br,Não,CNPJ   03635958000147   Pasta   15290   Nº Associação   Data de Fundação   24/01/2000   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERRO E AÇO TAKONO S.A,MINAS GERAIS,BELO HORIZONTE,RODOVIA ANEL RODOVIÁRIO CELSO MELLO AZEVEDO S/Nº,,JARDIM VITÓRIA,31975-275,ANDERSON SANTOS,(31)3045-1700,takono@takono.com.br,http://www.takono.com.br,Não,CNPJ   17431354000193   Pasta   17938   Nº Associação   Data de Fundação   13/02/1970   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FERROS BONAMIGO LTDA.,RIO GRANDE DO SUL,CACHOEIRINHA,ESTRADA MANOEL JOSÉ DO NASCIMENTO 771,,DISTRITO INDUSTRIAL,94930-340,MARI VARGAS,(51)3303-7777,bonamigo@bonamigo.com.br,http://www.bonamigo.com.br,Não,CNPJ   92316108000106   Pasta   17939   Nº Associação   Data de Fundação   06/09/1988   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FETTI SOLUÇÕES EM INJEÇÃO DE ALUMÍNIO LTDA.,SANTA CATARINA,JOINVILLE,AVENIDA SANTOS DUMONT 4540,,SANTO ANTÔNIO,89219-730,ANDRÉ SAITO,(47)3437-4444,contato@zkaluminio.ind.br,http://www.zkaluminio.ind.br,Não,CNPJ   28592765000349   Pasta   19652   Nº Associação   Data de Fundação   29/03/2022   Tipo de CNPJ   Filial   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FEXCOLOR COMÉRCIO E INDÚSTRIA DE MATERIAIS METÁLICOS LTDA. EPP,SÃO PAULO,SOROCABA,RODOVIA RAPOSO TAVARES S/Nº,"KM 95,4 – GALPÃO 02 FUNDOS",VILA ARTURA,18023-000,ISABELA VIOTO,(15)3237-8095,financeiro@fexcolor.com.br,http://www.fexcolor.com.br,Não,CNPJ   20395558000120   Pasta   17940   Nº Associação   Data de Fundação   05/06/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FIASCHI & REIS COMÉRCIO E INDÚSTRIA LTDA - ME,SÃO PAULO,SÃO PAULO,RUA LAURA DOS ANJOS RAMOS 529,,VILA CAMPO GRANDE,04455-350,GUSTAVO FIASCHI,(11)5611-0470,contato@metalurgicatoscano.com.br,http://www.metalurgicatoscano.com.br,Não,CNPJ   04445513000167   Pasta   17536   Nº Associação   Data de Fundação   17/05/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FILLKPLAS COMÉRCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA. ME,SÃO PAULO,SANTO ANDRÉ,RUA CAJOBI 96,,PARQUE ERASMO ASSUNÇÃO,09271-510,LUÍS CARLOS PERS,(11)4472-6480,contato@fillkplas.com.br,http://www.fillkplas.com.br,Não,CNPJ   67292631000100   Pasta   19578   Nº Associação   Data de Fundação   24/11/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FILTROTEC EQUIPAMENTOS INDUSTRIAIS LTDA. EPP,SANTA CATARINA,BLUMENAU,RUA TEREZA FISCHER 390,GALPÃO A,ITOUPAVA CENTRAL,89062-080,IHONAS BECKER,(47)3327-2509,contato@filtrotec.com.br,http://www.filtrotec.com.br,Não,CNPJ   02109036000133   Pasta   18607   Nº Associação   Data de Fundação   08/09/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FIMAG FÁBRICA ITALIANA DE MÁQUINAS AGRÍCOLAS EIRELI,ESPÍRITO SANTO,CARIACICA,RODOVIA DO CONTORNO BR 101,KM 04,PICA-PAU,29146-970,RÔMULO FURTADO,(27)3336-9263,contato@fimag.com.br,http://www.fimag.com.br,Não,CNPJ   31488588000106   Pasta   11876   Nº Associação   4931   Data de Fundação   04/06/1987   Data de Associação   22/10/2015   Data de Desligamento   20/10/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FIPLAM - FABRICAÇÃO E MONTAGEM INDUSTRIAL LTDA. ME,ESPÍRITO SANTO,SERRA,RUA DOIS 21,SETOR II QUADRA 03 LOTE 21,CIVIT II,29168-081,EDSON VANDER DOS SANTOS SIMÕES,(27)3318-1695,adm@fiplam.com.br,http://www.fiplam.com.br,Não,CNPJ   22319557000122   Pasta   18193   Nº Associação   Data de Fundação   24/04/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FITATEC – IND. E COM. DE FITAS DE AÇO RELAMINADOS LTDA. EPP,SÃO PAULO,SÃO PAULO,RUA EUGÊNIO DE FREITAS 40,,VILA GUILHERME,02060-000,JOSÉ GERALDO CABRERA,(11)4654-7110,comercial@fitatec.com.br,http://www.fitatec.com.br,Não,CNPJ   08659623000182   Pasta   17941   Nº Associação   Data de Fundação   06/11/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FIXXAR DO BRASIL PRODUTOS E SERVIÇOS LTDA.EPP,RIO DE JANEIRO,BARRA MANSA,RUA ARY FONTENELLE 558,,ESTAMPARIA,27330-670,GUSTAVO COLOMBIANO JORGE DE SOUZA,(24)3323-1275,contato@fixxardobrasil.com.br,http://www.fixxardobrasil.com.br,Não,CNPJ   13493278000190   Pasta   17266   Nº Associação   Data de Fundação   11/04/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FLAMAR IMPLEMENTOS RODOVIÁRIOS LTDA.-EPP,MINAS GERAIS,IPATINGA,RUA LAGUNA 495,,VENEZA,35164-250,FLÁVIO LÚCIO TEIXEIRA FREITAS,(31)3822-7989,flamarltda@gmail.com,http://www.flamarltda.com.br,Não,CNPJ   21863824000165   Pasta   14149   Nº Associação   4975   Data de Fundação   05/03/1986   Data de Associação   23/03/2016   Data de Desligamento   26/10/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FLEXIPAR INDÚSTRIA E COMÉRCIO DE ESTRUTURAS METALICAS LTDA-EPP,PARANÁ,ARAUCÁRIA,RUA FRANCISCO GALARDA 311,,CAPELA VELHA,83706-540,ALBERTO TADRA,(41)3552-6702,flexipar@flexipar.com.br,http://www.flexipar.com.br/,Não,CNPJ   07725935000184   Pasta   18373   Nº Associação   Data de Fundação   26/09/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FLEXOPRESS INDUSTRIAL EIRELI. ME,PARANÁ,CAMPO LARGO,RUA LUIZ FRANCISCO PASE 105,,PASSAÚNA,83535-000,ABÍLIO CESAR VAZ,(41)3677-7060,vendas@flexopress.com.br,http://www.flexopress.com.br,Não,CNPJ   20438306000131   Pasta   18611   Nº Associação   Data de Fundação   23/05/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FLOPO SISTEMAS DE INFORMÁTICA PARA INDÚSTRIA LTDA. EPP,RIO DE JANEIRO,RIO DE JANEIRO,RUA DO CARMO 71,5º ANDAR,MADUREIRA,20011-020,ALLYSON LISBOA ANDRADE SILVA,(21)96488-6695,contato@flopo.com.br,https://flopo.com.br,Não,CNPJ   37360789000100   Pasta   18859   Nº Associação   5760   Data de Fundação   09/06/2020   Data de Associação   05/04/2021   Data de Desligamento   11/03/2022   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FOCCO USINAGEM DE METAIS LTDA. ME,SÃO PAULO,SALTO,RUA JHON KENNEDY 313,,PARQUE BELA VISTA,13321-380,CARLOS EDUARDO DAL PICCOL,(11)4602-4557,foccousinagem@ig.com.br,http://www.foccousinagem.com.br,Não,CNPJ   07406260000100   Pasta   18698   Nº Associação   Data de Fundação   30/05/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FORSEE INOVAÇÕES EM PRODUTIVIDADE E OTIMIZAÇÃO LTDA-ME,MINAS GERAIS,BETIM,AVENIDA BANDEIRANTES 1045,SALA 20,FILADELFIA,32670-198,MARCIO MARIANO JUNIOR,(31)99171-2436,inteligencia@forsee.com.br,http://www.manufaturaavancada.com,Não,CNPJ   12104892000150   Pasta   17306   Nº Associação   5451   Data de Fundação   26/05/2010   Data de Associação   19/06/2019   Data de Desligamento   16/06/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FORTE AÇO COMÉRCIO DE AÇO LTDA. ME,SANTA CATARINA,ITAJAÍ,RUA FRANSCISCO REIS 655,,CORDEIROS,88311-710,RONALDO FURTADO,(47)3366-4334,ronaldo@acofortechapas.com,http://sem site,Não,CNPJ   29856633000188   Pasta   17912   Nº Associação   Data de Fundação   06/03/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FOX COMÉRCIO DE PEÇAS FUNDIDAS EIRELI,MINAS GERAIS,DIVINÓPOLIS,RUA PREFEITO ANTÔNIO MARTINS GUIMARÃES 1400,,DISTRITO INDUSTRIAL CEL. JOVELINO RABELO,35500-970,ANDERSON PEREIRA,(37)3222-2088,sac@foxfundidos.com.br,http://www.foxfundidos.com.br,Não,CNPJ   08985451000137   Pasta   18240   Nº Associação   Data de Fundação   06/07/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FOXFER PRODUTOS SIDERURGICOS LTDA. EPP,SÃO PAULO,SÃO PAULO,RUA GUARDA DE HONRA 276,,IPIRANGA,04201-070,GABRIELA FERNANDES,(11)2062-5886,gabi.vendas@uol.com.br,http://www.foxfer.com.br,Não,CNPJ   07343266000186   Pasta   17952   Nº Associação   Data de Fundação   06/04/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FOXTUBO PRODUTOS SIDERURGICOS LTDA,SÃO PAULO,SÃO PAULO,RUA CÔNEGO JANUÁRIO 57,,IPIRANGA,04201-050,TATIANE SALMEROM,(11)2914-6723,vendas@foxtubo.com.br,http://www.foxtubo.com.br,Não,CNPJ   68887777000153   Pasta   17953   Nº Associação   Data de Fundação   24/09/1992   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FRAME FABRICAÇÃO E SERVIÇOS LTDA. EPP,ESPÍRITO SANTO,SERRA,RUA COMENDADOR ALCIDES SIMÃO HELOU 910,GALPÃO 02,CIVIT II,29168-090,ANA PAULA VIANA DE OLIVEIRA LOUREIRO,(27)3089-3636,contato@gframe.com.br,http://www.gframe.com.br,Não,CNPJ   20655906000151   Pasta   18196   Nº Associação   Data de Fundação   16/07/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FRANCEC INDÚSTRIA E COMÉRCIO LTDA-EPP,SÃO PAULO,SÃO PAULO,RUA JUPI 169,,JARDIM ABRANTES,04755-050,ADELMAR LOPES FRANCOSO,(11)5641-3808,francec@francec.com.br,http://francec.com.br/,Não,CNPJ   61288452000105   Pasta   17913   Nº Associação   Data de Fundação   21/08/1989   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO ALCA LTDA,RIO GRANDE DO SUL,NOVA PETRÓPOLIS,RUA VICENTE PRIETO 6233,,PINHAL ALTO,95150-000,JEISON HEITOR ZILLES,(54)3298-5034,alca@alca.ind.br,http://www.alca.ind.br,Não,CNPJ   88582291000114   Pasta   17631   Nº Associação   Data de Fundação   21/10/1975   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO ALTIVO S/A.,MINAS GERAIS,CONTAGEM,AVENIDA BABITA CAMARGOS 1422,,CIDADE INDUSTRIAL,32210-180,FRANCINI SILVA,(31)3071-8056,vendas@altivo.com.br,http://www.altivo.com.br,Não,CNPJ   19791276000163   Pasta   17657   Nº Associação   Data de Fundação   18/08/1966   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO B. B. LTDA.,SÃO PAULO,MONTE ALTO,AVENIDA DOUTOR JOSÉ DE PAULA EDUARDO 1350,,DISTRITO INDUSTRIAL,15910-000,ROBSON SOARES,(16)3244-3680,comercial@fundicaobb.com.br,http://www.fundicaobb.com.br/,Não,CNPJ   54560487000196   Pasta   18288   Nº Associação   Data de Fundação   29/07/1985   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO BERGER LTDA,RIO GRANDE DO SUL,CANOAS,RUA MÁRCIO TOBOLISKI FERNANDES 60,DISTRITO INDUSTRIAL LANNES,NITERÓI,92130-530,MARIA VENDRUSCOLO,(51)3475-2217,comercial@fundicaoberger.com,http://www.fundicaoberger.com,Não,CNPJ   92690569000144   Pasta   12545   Nº Associação   Data de Fundação   08/08/1966   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO CALIFÓRNIA – EIRELI. ME,MINAS GERAIS,ITAGUARA,RUA CARLOS PENIDO FILHO 510,,DOS DIAS,35488-000,KEILLER MOREIRA,(31)3184-1192,california@fundicaocalifornia.com.br,http://www.fundicaocalifornia.com.br,Não,CNPJ   19415942000169   Pasta   19034   Nº Associação   Data de Fundação   09/09/1977   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO FERRAZ LTDA. EPP,DISTRITO FEDERAL,BRASÍLIA,QUADRA QI 616 CONJUNTO 02 LOTE 07,,SAMAMBAIA NORTE,72322-800,VALTOMIR MARTINS FERRAZ,(61)3357-7728,faleconosco@fundicaoferraz.com.br,http://www.fundicaoferraz.com.br,Não,CNPJ   38032454000117   Pasta   19293   Nº Associação   Data de Fundação   16/09/1993   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO FUNDIFER LTDA,SANTA CATARINA,CORUPÁ,RUA PROGRESSO 393,CONDOMÍNIO INDUSTRIAL,CENTRO,89278-000,EDUARDO FELIPE FINTA,(47)3375-2166,fundifer@fundifer.com.br,http://www.fundifer.com.br,Não,CNPJ   02205767000182   Pasta   17643   Nº Associação   Data de Fundação   29/10/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO ICARO LTDA,SANTA CATARINA,ARAQUARI,RODOVIA SC 301,KM 6,ITINGA,89245-000,EDUARDO MOREIRA,(47)3465-0088,rh@fundicaoicaro.com.br,http://www.fundicaoicaro.com.br,Não,CNPJ   00191360000118   Pasta   17653   Nº Associação   Data de Fundação   14/09/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO ITAQUA LTDA. EPP,SÃO PAULO,ITAQUAQUECETUBA,RUA TITÂNIO 150,,PARQUE SÃO PEDRO,08586-090,CLEBER PENALVA DE JESUS,(11)4649-3708,fundicao.itaqua@terra.com.br,http://www.fundicaoitaqua.com.br,Não,CNPJ   05212674000173   Pasta   17659   Nº Associação   Data de Fundação   01/08/2002   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO JALES LTDA.EPP,SÃO PAULO,SÃO PAULO,RUA PAULO BARBOSA 316,,IPIRANGA,04201-080,GILBERTO JALES,(11) 2914-1211,jales@fjales.com.br,https://fjales.wixsite.com/fjales,Não,CNPJ   60871126000163   Pasta   17720   Nº Associação   Data de Fundação   18/07/1966   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO MARIETA LTDA,SÃO PAULO,OSASCO,AVENIDA SÃO JOSÉ 1122,,JARDIM SÃO JOSÉ,06283-125,LUIZ SGARBI,(11)3686-7640,contato@fundmarieta.com.br,http://www.fundmarieta.com.br,Não,CNPJ   73058653000103   Pasta   17849   Nº Associação   Data de Fundação   07/01/1970   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO MARTINELLI LTDA.,SÃO PAULO,SÃO PAULO,ESTRADA TURÍSTICA DO JAGUARÉ 1236,,RECANTO MONTE ALEGRE,05161-000,VIVIANE MARTINELLI,(11)3909-4820,viviane@fundicaomartinelli.com.br,http://www.fundicaomartinelli.com.br,Não,CNPJ   60835204000174   Pasta   17725   Nº Associação   Data de Fundação   20/02/1969   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO REGALI BRASIL LTDA,SÃO PAULO,MOGI MIRIM,RUA DOUTOR JOSÉ FABIANO DE CHRISTO GURJÃO 490,,DISTRITO II,13803-705,WAGNER BUENO,(19)3805-7400,vendas@regalibrasil.com.br,http://www.regalibrasil.com.br,Não,CNPJ   07702969000153   Pasta   17696   Nº Associação   Data de Fundação   20/10/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO SÃO FRANCISCO LTDA,SÃO PAULO,PIRACICABA,RODOVIA FAUSTOSANTOMAURO S/Nº,"KM 22,5",PARQUE SÃO JORGE,13413-050,FERNANDO MARIANO,(19)3412-1800,comercial@fundicaosaofrancisco.com.br,http://www.fundicaosaofrancisco.com.br,Não,CNPJ   53164695000103   Pasta   17666   Nº Associação   Data de Fundação   11/01/1984   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO SIDERAL LTDA,MINAS GERAIS,ITAÚNA,RODOVIA MG 431 S/Nº,"KM35,5",CALAMBAU,35680-143,JOSE MAURICIO ANDRADE SOARES,(37)3249-4500,sideral@fundicaosideral.com.br,http://www.fundicaosideral.com.br,Não,CNPJ   22651194000128   Pasta   17667   Nº Associação   Data de Fundação   12/03/1987   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO TÉCNICA PAULISTA LTDA,SÃO PAULO,SÃO BERNARDO DO CAMPO,AVENIDA PEREIRA BARRETO 1453,,BAETA NEVES,09751-000,TADEU OLIVEIRA,(11)4125-7533,tecnica@ftp-fundicao.com.br,http://ftp-fundicao.com.br,Não,CNPJ   59137208000108   Pasta   17594   Nº Associação   Data de Fundação   07/12/1967   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO UNICER LTDA.EPP,SÃO PAULO,LEME,RUA JOSÉ VALLE 142,,JARDIM DO BOSQUE,13613-120,HELOISA CRISTINA SAMPAIO PEREIRA BAFUME,(19)3572-9292,compras@unicer.com.br,http://www.unicer.com.br,Não,CNPJ   68146901000120   Pasta   16045   Nº Associação   Data de Fundação   11/06/1992   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDIÇÃO VENÂNCIO AIRES LTDA.,RIO GRANDE DO SUL,VENÂNCIO AIRES,RODOVIA RSC 300,KM 05,BATTISTI,95800-000,CHARLES BUENO,(51)3741-2238,vendas@faires.com.br,http://www.faires.com.br,Não,CNPJ   90689118000161   Pasta   19035   Nº Associação   Data de Fundação   15/04/1986   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDIGUSA COMÉRCIO E INDÚSTRIA EIRELI.,MINAS GERAIS,ITAÚNA,RUA ASSUCENA 96,,VILA WASHINGTON,35680-421,JOÃO MARCELO LEÃO,(37)3249-1200,fundigusa@fundigusa.com.br,http://www.fundigusa.com.br,Não,CNPJ   19590959000152   Pasta   17954   Nº Associação   Data de Fundação   15/05/1984   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIMAZZA INDÚSTRIA E COMÉRCIO DE MICROFUNDIDOS LTDA,SÃO PAULO,CORDEIRÓPOLIS,AVENIDA FAZENDA IBICABA 280,,DISTRITO INDUSTRIAL II,13490-000,RICARDO FERREIRA,(19)3546-9330,info@fundimazza.com.br,http://www.fundimazza.com.br,Não,CNPJ   03566509000194   Pasta   17660   Nº Associação   Data de Fundação   22/12/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIMIG INDÚSTRIA DE PEÇAS E COMPONENTES LTDA,MINAS GERAIS,CLAUDIO,RUA SANTO ANTÔNIO 142,,BELA VISTA,35530-000,IGOR JOSÉ MARTINS,(37)3381-9700,recepcao@fundimig.com.br,https://fundimig.com.br,Não,CNPJ   17381542000154   Pasta   17668   Nº Associação   Data de Fundação   03/06/1982   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNDIPRESS INDÚSTRIA METALÚRGICA LTDA,SANTA CATARINA,TIMBÓ,AVENIDA TANCREDO NEVES 1101,,INDUSTRIAL,89120-000,JEAN J. DE SOUZA,(47)3312-1500,comercial@fundipress.com.br,http://www.fundipress.com.br,Não,CNPJ   86379567000136   Pasta   19507   Nº Associação   Data de Fundação   25/02/1971   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
PRESTAÇÃO DE SERVIÇOS,FUNDITEC FUNDIÇÃO E METALURGIA LTDA. EPP,RIO GRANDE DO SUL,FARROUPILHA,RUA CARLOS BARETA 308,,AMÉRICA,95179-050,MARCO ANTONIO GAZZI,(54)3268-4586,funditec@funditec.com.br,http://www.funditecrs.com.br,Não,CNPJ   91194340000156   Pasta   17973   Nº Associação   Data de Fundação   18/09/1986   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUNFER FUNDIÇÃO DE FERRO LIMITADA,MINAS GERAIS,DIVINÓPOLIS,RUA BENEDITO GONCALVES 1801,,CENTRO INDUSTRIAL CORONEL,35502-287,LUCIANA OLIVEIRA,(37)3512-4905,vendas@funfer.com.br,https://funfer.com.br/,Não,CNPJ   16583312000105   Pasta   18308   Nº Associação   5638   Data de Fundação   11/02/1981   Data de Associação   19/08/2020   Data de Desligamento   24/02/2022   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
PRESTAÇÃO DE SERVIÇOS,FUPRESA S.A,SÃO PAULO,INDAIATUBA,RODOVIA ENGENHEIRO ERMINIO DE O. PENTEADO S/Nº,"KM 47,6",CALDEIRA,13347-600,JULIO CÉSAR MUNHOZ,(19)3885-9600,contato@fupresa.com.br,http://www.fupresa.com.br,Não,CNPJ   62576327000830   Pasta   17748   Nº Associação   Data de Fundação   27/08/1985   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
